platform,simulator,dataset_variant,perturbation,replicate,summary,score,delta,expected_damaged_layer,evidence_state
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,0,Balanced Realism,0.727803425489306,-0.16051177430465713,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,0,Spatial Tissue Fidelity,0.6427717390362465,-0.22871654082371784,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,0,Novelty-Gated Plausibility,0.00013364105157140767,-0.008759060392656962,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,1,Balanced Realism,0.7361367588226393,-0.15217844097132383,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,1,Spatial Tissue Fidelity,0.6538828501473576,-0.21760542971260677,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,1,Novelty-Gated Plausibility,0.00010235255649592184,-0.008790348887732446,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,2,Balanced Realism,0.7284097386206192,-0.15990546117334392,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,2,Spatial Tissue Fidelity,0.6427717390362465,-0.22871654082371784,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,2,Novelty-Gated Plausibility,7.766333779685969e-05,-0.008815038106431508,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,3,Balanced Realism,0.727828425489306,-0.16048677430465708,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,3,Spatial Tissue Fidelity,0.6427717390362465,-0.22871654082371784,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,3,Novelty-Gated Plausibility,0.00010897426071705872,-0.00878372718351131,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,4,Balanced Realism,0.7361742588226394,-0.1521409409713237,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,4,Spatial Tissue Fidelity,0.6538828501473576,-0.21760542971260677,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_medium,4,Novelty-Gated Plausibility,0.00011799902815026555,-0.008774702416078103,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,0,Balanced Realism,0.7333490062973869,-0.15496619349657625,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,0,Spatial Tissue Fidelity,0.6538828501473576,-0.21760542971260677,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,0,Novelty-Gated Plausibility,0.0005455034834734039,-0.008347197960754964,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,1,Balanced Realism,0.7346741325600131,-0.15364106723395,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,1,Spatial Tissue Fidelity,0.6538828501473576,-0.21760542971260677,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,1,Novelty-Gated Plausibility,0.0004143241726867081,-0.008478377271541661,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,2,Balanced Realism,0.7256469860953667,-0.1626682136985964,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,2,Spatial Tissue Fidelity,0.6427717390362465,-0.22871654082371784,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,2,Novelty-Gated Plausibility,0.00030000621176516087,-0.008592695232463208,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,3,Balanced Realism,0.7243093598327404,-0.16400583996122275,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,3,Spatial Tissue Fidelity,0.6427717390362465,-0.22871654082371784,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,3,Novelty-Gated Plausibility,0.00041932951625990795,-0.008473371927968461,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,4,Balanced Realism,0.7339428194287,-0.15437238036526313,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,4,Spatial Tissue Fidelity,0.6538828501473576,-0.21760542971260677,,computed
MERFISH,SRTsim-rf-tissue,Spapros,copy_reference_jitter_high,4,Novelty-Gated Plausibility,0.0004933637614097622,-0.008399337682818607,,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,0,Balanced Realism,0.7794163647204133,-0.1088988350735498,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,0,Spatial Tissue Fidelity,0.8588765334319316,-0.012611746428032755,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,0,Novelty-Gated Plausibility,0.05737507746816923,0.04848237602394086,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,1,Balanced Realism,0.7794163647204133,-0.1088988350735498,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,1,Spatial Tissue Fidelity,0.8588765334319316,-0.012611746428032755,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,1,Novelty-Gated Plausibility,0.05737507746816923,0.04848237602394086,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,2,Balanced Realism,0.7794163647204133,-0.1088988350735498,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,2,Spatial Tissue Fidelity,0.8588765334319316,-0.012611746428032755,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,2,Novelty-Gated Plausibility,0.05737507746816923,0.04848237602394086,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,3,Balanced Realism,0.7794163647204133,-0.1088988350735498,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,3,Spatial Tissue Fidelity,0.8588765334319316,-0.012611746428032755,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,3,Novelty-Gated Plausibility,0.05737507746816923,0.04848237602394086,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,4,Balanced Realism,0.7794163647204133,-0.1088988350735498,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,4,Spatial Tissue Fidelity,0.8588765334319316,-0.012611746428032755,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_low,4,Novelty-Gated Plausibility,0.05737507746816923,0.04848237602394086,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,0,Balanced Realism,0.7493745666383318,-0.13894063315563132,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,0,Spatial Tissue Fidelity,0.8440224861575064,-0.02746579370245794,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,0,Novelty-Gated Plausibility,0.18774556702127018,0.1788528655770418,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,1,Balanced Realism,0.7493745666383318,-0.13894063315563132,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,1,Spatial Tissue Fidelity,0.8440224861575064,-0.02746579370245794,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,1,Novelty-Gated Plausibility,0.18774556702127018,0.1788528655770418,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,2,Balanced Realism,0.7493745666383318,-0.13894063315563132,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,2,Spatial Tissue Fidelity,0.8440224861575064,-0.02746579370245794,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,2,Novelty-Gated Plausibility,0.18774556702127018,0.1788528655770418,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,3,Balanced Realism,0.7493745666383318,-0.13894063315563132,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,3,Spatial Tissue Fidelity,0.8440224861575064,-0.02746579370245794,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,3,Novelty-Gated Plausibility,0.18774556702127018,0.1788528655770418,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,4,Balanced Realism,0.7493745666383318,-0.13894063315563132,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,4,Spatial Tissue Fidelity,0.8440224861575064,-0.02746579370245794,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,random_spatial_field_injection_medium,4,Novelty-Gated Plausibility,0.18774556702127018,0.1788528655770418,spatial_gene,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,0,Balanced Realism,0.48603352294971747,-0.40228167684424565,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,0,Spatial Tissue Fidelity,0.3351127107343033,-0.5363755691256611,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,0,Novelty-Gated Plausibility,0.004865560121543389,-0.00402714132268498,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,1,Balanced Realism,0.48603352294971747,-0.40228167684424565,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,1,Spatial Tissue Fidelity,0.3351127107343033,-0.5363755691256611,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,1,Novelty-Gated Plausibility,0.004865560121543389,-0.00402714132268498,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,2,Balanced Realism,0.48603352294971747,-0.40228167684424565,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,2,Spatial Tissue Fidelity,0.3351127107343033,-0.5363755691256611,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,2,Novelty-Gated Plausibility,0.004865560121543389,-0.00402714132268498,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,3,Balanced Realism,0.48603352294971747,-0.40228167684424565,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,3,Spatial Tissue Fidelity,0.3351127107343033,-0.5363755691256611,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,3,Novelty-Gated Plausibility,0.004865560121543389,-0.00402714132268498,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,4,Balanced Realism,0.48603352294971747,-0.40228167684424565,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,4,Spatial Tissue Fidelity,0.3351127107343033,-0.5363755691256611,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,invalid_coordinates_control,4,Novelty-Gated Plausibility,0.004865560121543389,-0.00402714132268498,spatial,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,0,Balanced Realism,0.6521863955167841,-0.23612880427717897,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,0,Spatial Tissue Fidelity,0.556649874157059,-0.31483840570290533,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,0,Novelty-Gated Plausibility,0.006528875001422231,-0.0023638264428061375,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,1,Balanced Realism,0.6521863955167841,-0.23612880427717897,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,1,Spatial Tissue Fidelity,0.556649874157059,-0.31483840570290533,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,1,Novelty-Gated Plausibility,0.006528875001422231,-0.0023638264428061375,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,2,Balanced Realism,0.6521863955167841,-0.23612880427717897,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,2,Spatial Tissue Fidelity,0.556649874157059,-0.31483840570290533,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,2,Novelty-Gated Plausibility,0.006528875001422231,-0.0023638264428061375,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,3,Balanced Realism,0.6521863955167841,-0.23612880427717897,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,3,Spatial Tissue Fidelity,0.556649874157059,-0.31483840570290533,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,3,Novelty-Gated Plausibility,0.006528875001422231,-0.0023638264428061375,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,4,Balanced Realism,0.6521863955167841,-0.23612880427717897,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,4,Spatial Tissue Fidelity,0.556649874157059,-0.31483840570290533,proximity,computed
MERFISH,SRTsim-rf-tissue,Spapros,missing_label_control,4,Novelty-Gated Plausibility,0.006528875001422231,-0.0023638264428061375,proximity,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,0,Balanced Realism,0.6584413387960925,-0.2923989434832702,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,0,Spatial Tissue Fidelity,0.5578299869785871,-0.38986525797769356,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,0,Novelty-Gated Plausibility,0.00011252222307320341,-4.9968580656176726e-05,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,1,Balanced Realism,0.6727074094142711,-0.2781328728650916,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,1,Spatial Tissue Fidelity,0.576851414469492,-0.3708438304867887,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,1,Novelty-Gated Plausibility,0.00011496017750573015,-4.753062622364999e-05,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,2,Balanced Realism,0.6527448165269407,-0.29809546575242196,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,2,Spatial Tissue Fidelity,0.5502346239530514,-0.3974606210032292,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,2,Novelty-Gated Plausibility,0.00011154873415058663,-5.0942069578793506e-05,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,3,Balanced Realism,0.7546768790853542,-0.1961634031940085,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,3,Spatial Tissue Fidelity,0.6861440406976026,-0.26155120425867806,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,3,Novelty-Gated Plausibility,0.0001289680874106368,-3.352271631874333e-05,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,4,Balanced Realism,0.6595140019656018,-0.29132628031376084,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,4,Spatial Tissue Fidelity,0.559260204537933,-0.38843504041834764,spatial,computed
Visium,scDesign3-rb,Spapros,coordinate_shuffle,4,Novelty-Gated Plausibility,0.0001127055324089487,-4.978527132043144e-05,spatial,computed
Visium,scDesign3-rb,Spapros,label_shuffle,0,Balanced Realism,0.8546761718970757,-0.096164110382287,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,0,Spatial Tissue Fidelity,0.8194764311132315,-0.12821881384304912,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,0,Novelty-Gated Plausibility,0.0001460571461770514,-1.6433657552328745e-05,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,1,Balanced Realism,0.8582666091026875,-0.0925736731766752,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,1,Spatial Tissue Fidelity,0.8242636807207138,-0.12343156423556689,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,1,Novelty-Gated Plausibility,0.00014667072244022904,-1.5820081289151104e-05,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,2,Balanced Realism,0.8501420151959491,-0.10069826708341356,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,2,Spatial Tissue Fidelity,0.8134308888450628,-0.1342643561112179,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,2,Novelty-Gated Plausibility,0.0001452822959941849,-1.7208507735195252e-05,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,3,Balanced Realism,0.8540030774767986,-0.09683720480256408,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,3,Spatial Tissue Fidelity,0.8185789718861954,-0.12911627307008522,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,3,Novelty-Gated Plausibility,0.00014594211986256416,-1.6548683866815978e-05,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,4,Balanced Realism,0.8545019590200048,-0.09633832325935787,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,4,Spatial Tissue Fidelity,0.819244147277137,-0.12845109767914364,proximity,computed
Visium,scDesign3-rb,Spapros,label_shuffle,4,Novelty-Gated Plausibility,0.00014602737462556916,-1.6463429103810977e-05,proximity,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,0,Balanced Realism,0.8697468592822041,-0.0810934229971586,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,0,Spatial Tissue Fidelity,0.8395706809600693,-0.1081245639962114,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,0,Novelty-Gated Plausibility,0.8697468592822041,0.8695843684784746,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,1,Balanced Realism,0.8635601843449124,-0.08728009793445024,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,1,Spatial Tissue Fidelity,0.8313217810436804,-0.11637346391260028,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,1,Novelty-Gated Plausibility,0.8635601843449124,0.863397693541183,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,2,Balanced Realism,0.8726327726136284,-0.07820750966573431,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,2,Spatial Tissue Fidelity,0.8434185654019682,-0.10427667955431241,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,2,Novelty-Gated Plausibility,0.8726327726136284,0.8724702818098989,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,3,Balanced Realism,0.8675798030847021,-0.08326047919466062,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,3,Spatial Tissue Fidelity,0.8366812726967332,-0.11101397225954746,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,3,Novelty-Gated Plausibility,0.8675798030847021,0.8674173122809726,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,4,Balanced Realism,0.8680941000614537,-0.08274618221790897,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,4,Spatial Tissue Fidelity,0.8373670019990688,-0.11032824295721189,expression,computed
Visium,scDesign3-rb,Spapros,gene_shuffle,4,Novelty-Gated Plausibility,0.8680941000614537,0.8679316092577243,expression,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,0,Balanced Realism,0.9264214586823796,-0.024418823596983108,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,0,Spatial Tissue Fidelity,0.9151368134936365,-0.032558431462644144,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,0,Novelty-Gated Plausibility,0.00015831782710402302,-4.172976625357123e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,1,Balanced Realism,0.9256677942061042,-0.025172488073258448,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,1,Spatial Tissue Fidelity,0.9141319275252694,-0.033563317431011264,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,1,Novelty-Gated Plausibility,0.00015818903202794707,-4.301771701433073e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,2,Balanced Realism,0.9257101099064124,-0.025130172372950232,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,2,Spatial Tissue Fidelity,0.9141883484590139,-0.03350689649726679,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,2,Novelty-Gated Plausibility,0.0001581962634339798,-4.294540295400335e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,3,Balanced Realism,0.924652949240651,-0.02618733303871168,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,3,Spatial Tissue Fidelity,0.9127788009046652,-0.034916444051615425,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,3,Novelty-Gated Plausibility,0.00015801560334894547,-4.475200380434671e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,4,Balanced Realism,0.9205095523623013,-0.030330729917061428,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,4,Spatial Tissue Fidelity,0.9072542717335321,-0.04044097322274853,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_low,4,Novelty-Gated Plausibility,0.00015730753081407252,-5.183272915307616e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,0,Balanced Realism,0.889289640792247,-0.06155064148711564,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,0,Spatial Tissue Fidelity,0.86562772297346,-0.08206752198282063,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,0,Novelty-Gated Plausibility,0.00015197230404894499,-1.0518499680435155e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,1,Balanced Realism,0.8933276578973794,-0.057512624381983235,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,1,Spatial Tissue Fidelity,0.871011745780303,-0.07668349917597761,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,1,Novelty-Gated Plausibility,0.00015266236804509063,-9.82843568428951e-06,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,2,Balanced Realism,0.8818485831431342,-0.06899169913622849,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,2,Spatial Tissue Fidelity,0.8557063127746428,-0.09198893218163784,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,2,Novelty-Gated Plausibility,0.00015070068834172808,-1.1790115387652064e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,3,Balanced Realism,0.8788864426468376,-0.07195383963252511,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,3,Spatial Tissue Fidelity,0.8517567921129139,-0.09593845284336677,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,3,Novelty-Gated Plausibility,0.00015019448283174616,-1.2296320897633978e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,4,Balanced Realism,0.8793174703112414,-0.07152281196812127,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,4,Spatial Tissue Fidelity,0.8523314956654525,-0.09536374929082814,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_medium,4,Novelty-Gated Plausibility,0.0001502681419235241,-1.222266180585604e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,0,Balanced Realism,0.829620834529634,-0.1212194477497287,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,0,Spatial Tissue Fidelity,0.7860693146233091,-0.16162593033297157,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,0,Novelty-Gated Plausibility,0.00014177539457016036,-2.0715409159219778e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,1,Balanced Realism,0.8387351513330075,-0.11210513094635521,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,1,Spatial Tissue Fidelity,0.7982217370278071,-0.14947350792847358,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,1,Novelty-Gated Plausibility,0.00014333295653974176,-1.915784718963838e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,2,Balanced Realism,0.8136585455102526,-0.13718173676911005,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,2,Spatial Tissue Fidelity,0.7647862625974673,-0.18290898235881337,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,2,Novelty-Gated Plausibility,0.00013904757032832005,-2.3443233401060088e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,3,Balanced Realism,0.811398104038899,-0.13944217824046368,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,3,Spatial Tissue Fidelity,0.7617723406356625,-0.1859229043206182,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,3,Novelty-Gated Plausibility,0.00013866127942509604,-2.3829524304284103e-05,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,4,Balanced Realism,0.819851804054249,-0.13098847822511372,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,4,Spatial Tissue Fidelity,0.773043940656129,-0.17465130430015163,spatial,computed
Visium,scDesign3-rb,Spapros,spatial_jitter_high,4,Novelty-Gated Plausibility,0.00014010594740517822,-2.2384856324201918e-05,spatial,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,0,Balanced Realism,0.9151170005719967,-0.03572328170736594,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,0,Spatial Tissue Fidelity,0.9382500793031694,-0.009445165653111265,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,0,Novelty-Gated Plausibility,0.0007551576384202929,0.0005926668346909127,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,1,Balanced Realism,0.9154614742965362,-0.03537880798282644,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,1,Spatial Tissue Fidelity,0.9381723105029883,-0.009522934453292331,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,1,Novelty-Gated Plausibility,0.0003864374917473051,0.00022394668801792495,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,2,Balanced Realism,0.9141917902010166,-0.036648492078346084,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,2,Spatial Tissue Fidelity,0.9368081321418625,-0.01088711281441812,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,2,Novelty-Gated Plausibility,0.0009755793201351755,0.0008130885164057953,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,3,Balanced Realism,0.915825509757633,-0.03501477252172969,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,3,Spatial Tissue Fidelity,0.9382377390460461,-0.009457505910234532,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,3,Novelty-Gated Plausibility,0.0010949514045727354,0.0009324606008433553,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,4,Balanced Realism,0.9169153184128317,-0.03392496386653099,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,4,Spatial Tissue Fidelity,0.939648493505297,-0.008046751450983658,expression,computed
Visium,scDesign3-rb,Spapros,dropout_inflation_low,4,Novelty-Gated Plausibility,0.0005011685101192051,0.00033867770638982495,expression,computed
